rcept_no,rcept_dt,corp_code,corp_name,report_tp,repror,stkqy,stkqy_irds,stkrt,stkrt_irds,report_resn
20260401003804,2026-04-01,00258801,카카오,약식,국민연금공단,"28,318,179","-4,441,811",6.40,-1.01,단순추가취득/처분
20260401003787,2026-04-01,00108135,녹십자홀딩스,약식,국민연금공단,"2,791,549","-480,695",5.94,-1.02,단순추가취득/처분
20260401003774,2026-04-01,01965324,삼성에피스홀딩스,약식,국민연금공단,"1,417,716","-249,123",5.70,-1.00,단순추가취득/처분
20260401003746,2026-04-01,00148276,제일기획,약식,국민연금공단,"10,552,165","-1,156,819",9.17,-1.01,단순추가취득/처분
20260401003720,2026-04-01,00536541,에코프로,일반,이동채,"34,703,949",354,25.56,0.00,특수관계인 추가
20260401003712,2026-04-01,00120571,롯데칠성음료,약식,국민연금공단,"709,985","92,990",7.65,1.00,단순추가취득/처분
20260401003691,2026-04-01,00631518,SK이노베이션,약식,국민연금공단,"10,193,076","1,734,341",6.03,1.03,단순추가취득/처분
20260401003668,2026-04-01,00684714,풍산,약식,국민연금공단,"2,295,005","5,086",8.19,0.02,단순추가취득/처분
20260401003665,2026-04-01,00305570,코스리거글로벌,약식,런처스,0,"-5,549,699",0,-6.41,발행회사의 사내이사(홍제윤) 취임으로 특수관계인 편입에 따른 해당 보고 해소
20260401003656,2026-04-01,00269940,하나투어,약식,국민연금공단,"1,218,161","21,689",7.86,0.14,단순추가취득/처분
20260401003640,2026-04-01,00255619,강원랜드,약식,국민연금공단,"10,770,433","-2,190,259",5.03,-1.03,단순추가취득/처분
20260401003624,2026-04-01,01009789,코스맥스,약식,국민연금공단,"1,227,207","-124,883",10.81,-1.10,단순추가취득/처분
20260401003614,2026-04-01,00105873,LG디스플레이,약식,국민연금공단,"25,211,788","-5,035,877",5.04,-1.01,단순추가취득/처분
20260401003593,2026-04-01,01194689,HD현대마린솔루션,약식,국민연금공단,"2,786,373","-454,814",6.22,-1.01,단순추가취득/처분
20260401003506,2026-04-01,00120076,LX인터내셔널,약식,국민연금공단,"3,787,036","398,764",9.77,1.03,단순추가취득/처분
20260401003491,2026-04-01,00356370,LG생활건강,약식,국민연금공단,"912,621","-159,164",5.96,-1.04,단순추가취득/처분
20260401003479,2026-04-01,01160363,에코프로비엠,일반,에코프로,"44,488,514","-98,590",45.48,-0.09,임원 신규 선임 및 퇴임에 따른 특별관계자 변동
20260401003478,2026-04-01,01042775,HL만도,약식,국민연금공단,"5,138,153","-988,151",10.94,-2.11,단순추가취득/처분
20260401003441,2026-04-01,00989664,코아스템켐온,일반,김경숙,"7,343,209","-216,500",13.89,-0.35,행사 기한 만료로 인한 주식매수선택권 부여 취소
20260401003412,2026-04-01,00490179,플랜티넷,일반,김태주,"4,474,881","197,015",26.92,1.18,특별관계자 구성 및 보유수량 변동
20260401003410,2026-04-01,00134477,SNT다이내믹스,약식,국민연금공단,"2,381,614","-345,627",7.16,-1.04,단순추가취득/처분
20260401003327,2026-04-01,00101488,경동나비엔,약식,국민연금공단,"1,033,888","-148,759",7.10,-1.02,단순추가취득/처분
20260401003292,2026-04-01,01238169,오리온,약식,국민연금공단,"3,614,795","404,599",9.14,1.02,단순추가취득/처분
20260401003256,2026-04-01,00105961,LG이노텍,약식,국민연금공단,"2,001,139","-238,592",8.46,-1.00,단순추가취득/처분
20260401003208,2026-04-01,00525934,LX세미콘,약식,국민연금공단,"830,578","-171,375",5.11,-1.05,단순추가취득/처분
20260401003149,2026-04-01,00159795,한국카본,약식,국민연금공단,"5,447,548","521,052",10.49,1.00,단순추가취득/처분
20260401003138,2026-04-01,01405390,핌스,일반,주광연,"9,881,700",0,43.23,0,기존 주식담보대출 상환
20260401003125,2026-04-01,01519790,엠앤씨솔루션,약식,국민연금공단,"571,793","-93,222",6.25,-1.01,단순추가취득/처분
20260401003088,2026-04-01,00545716,롯데렌탈,약식,국민연금공단,"1,821,365","-385,601",5.02,-1.00,단순추가취득/처분
20260401003076,2026-04-01,00144164,SK가스,약식,국민연금공단,"555,900","93,426",6.01,1.01,단순추가취득/처분
20260401003072,2026-04-01,00385363,빅텍,약식,MORGANSTANLEY&COINTLPLC,"1,597,442","1,597,442",5.55,5.55,5%이상 보유에 따른 신규보고
20260401003052,2026-04-01,01159233,솔루엠,약식,국민연금공단,"2,414,307","-562,672",4.40,-1.03,단순추가취득/처분
20260401003037,2026-04-01,00123143,보령,약식,국민연금공단,"3,530,221","860,038",4.12,-1.00,단순추가취득/처분
20260401003024,2026-04-01,01310269,IPARK현대산업개발,약식,국민연금공단,"6,193,154","-695,101",9.40,-1.05,단순추가취득/처분
20260401003011,2026-04-01,01386916,SK아이이테크놀로지,약식,국민연금공단,"3,338,551","-294,430",4.08,-1.02,단순추가취득/처분
20260401002998,2026-04-01,00108241,농심,약식,국민연금공단,"358,856","-121,988",5.90,-2.01,단순추가취득/처분
20260401002977,2026-04-01,00124197,세아제강지주,약식,국민연금공단,"331,203","-126,895",8.00,-3.06,단순추가취득/처분
20260401002957,2026-04-01,00261285,한국가스공사,약식,국민연금공단,"5,179,365","-1,906,706",5.61,-2.07,단순추가취득/처분
20260401002906,2026-04-01,01649204,달바글로벌,약식,국민연금공단,"932,765","157,728",7.53,1.25,단순추가취득/처분
20260401002886,2026-04-01,00398701,엘앤에프,약식,국민연금공단,"3,443,147","124,385",8.54,0.17,단순추가취득/처분
20260401002861,2026-04-01,00157070,한국단자공업,약식,국민연금공단,"611,054","-318,459",6.04,-3.15,단순추가취득/처분
20260401002851,2026-04-01,00260383,대한유화,약식,국민연금공단,"759,511","84,135",11.68,1.29,단순추가취득/처분
20260401002827,2026-04-01,01015160,PS일렉트로닉스,일반,유대규,"12,727,531",0,26.93,-0.14,담보계약의 연장 및 변경
20260401002779,2026-04-01,01109937,티앤알바이오팹,일반,윤원수,"7,380,718",0,15.45,0,주식담보계약 연장
20260401002694,2026-04-01,01492217,엑셀세라퓨틱스,일반,이의일,"3,252,203","-160,628",18.75,-0.79,사내이사 신규 선임에 따른 변동 보고 등
20260401002645,2026-04-01,01596920,알지노믹스,약식,국민연금공단,"702,254","14,848",5.04,0.11,단순추가취득/처분
20260401002627,2026-04-01,01765265,동국제강,약식,국민연금공단,"2,541,277","81,868",5.12,0.16,단순추가취득/처분
20260401002605,2026-04-01,01686755,파인엠텍,약식,국민연금공단,"1,975,238","4,395",5.00,0.01,단순추가취득/처분
20260401002584,2026-04-01,01506617,쓰리빌리언,약식,국민연금공단,"1,608,146","25,000",5.06,0.08,단순추가취득/처분
20260401002560,2026-04-01,01529982,씨엠티엑스,약식,국민연금공단,"478,766","52,866",5.03,0.44,단순추가취득/처분
20260401002535,2026-04-01,01343665,RF머트리얼즈,약식,국민연금공단,"631,125","209,750",7.48,2.48,단순추가취득/처분
20260401002509,2026-04-01,01011368,에이치브이엠,약식,국민연금공단,"601,668","6,684",5.06,0.06,단순추가취득/처분
20260401002493,2026-04-01,00160843,DB하이텍,일반,DB,"12,450,689","119,230",28.55,0.28,"보고자의 보유주식 등에 관한 계약 변경
특별관계자 보유주식 수의 변동 (1%미만 변동분)"
20260401002476,2026-04-01,01135941,원익IPS,약식,국민연금공단,"1,959,225","-453,958",3.99,-0.93,단순추가취득/처분
20260401002453,2026-04-01,01492217,엑셀세라퓨틱스,일반,이의일,"3,412,831",0,19.54,-9.85,유상증자에 따른 신주 취득
20260401002426,2026-04-01,01113718,올릭스,약식,국민연금공단,"1,122,227","51,023",5.04,0.23,단순추가취득/처분
20260401002415,2026-04-01,00625942,한솔아이원스,약식,국민연금공단,"1,437,581","18,245",5.03,0.07,단순추가취득/처분
20260401002407,2026-04-01,00648721,SNT에너지,약식,국민연금공단,"1,071,914","108,230",5.18,0.52,단순추가취득/처분
20260401002393,2026-04-01,00177816,대주전자재료,약식,국민연금공단,"1,554,407","792,295",10.04,5.12,단순추가취득/처분
20260401002368,2026-04-01,00468374,원익QnC,약식,국민연금공단,"1,343,692","30,493",5.11,0.11,단순추가취득/처분
20260401002351,2026-04-01,00298447,아모텍,약식,국민연금공단,"766,206","70,000",5.24,0.48,단순추가취득/처분
20260401002342,2026-04-01,00349732,코나아이,약식,국민연금공단,"732,847","8,052",5.03,0.05,단순추가취득/처분
20260401002332,2026-04-01,00208444,피에스케이홀딩스,약식,국민연금공단,"1,106,700","29,975",5.13,0.14,단순추가취득/처분
20260401002317,2026-04-01,00129350,삼화콘덴서공업,약식,국민연금공단,"535,485","49,757",5.15,0.48,단순추가취득/처분
20260401002310,2026-04-01,00117230,TYM,일반,김식,"12,708,429","-90,000",30.69,-0.22,"임원 임기만료 퇴임으로 인한 특별관계 해소
특별관계자의 주식담보대출 상환"
20260401002309,2026-04-01,00115977,아이에스동서,약식,국민연금공단,"1,562,701","60,515",5.18,0.20,단순추가취득/처분
20260401002294,2026-04-01,00131832,SK디스커버리,약식,국민연금공단,"925,414","13,979",5.04,0.07,단순추가취득/처분
20260401002270,2026-04-01,00182696,대한조선,약식,국민연금공단,"1,929,173","61,640",5.01,0.16,단순추가취득/처분
20260401002262,2026-04-01,00158325,NICE평가정보,약식,국민연금공단,"2,948,401","11,769",5.00,0.02,단순추가취득/처분
20260401002250,2026-04-01,00141307,영풍,약식,국민연금공단,"905,579","6,924",5.01,0.04,단순추가취득/처분
20260401002211,2026-04-01,01780608,메쥬,일반,박정환,"3,973,940","3,973,940",40.89,40.89,코스닥시장 상장에 따른 신규 보고
20260401002128,2026-04-01,00551920,네오팜,약식,FILLIMITED,"1,163,286","195,501",7.26,1.22,단순 주식 취득에 의한 변동 보고
20260401001964,2026-04-01,01316227,효성티앤씨,약식,국민연금공단,"431,807","43,766",9.98,1.01,단순추가취득/처분
20260401001957,2026-04-01,00660750,하나머티리얼즈,약식,국민연금공단,"1,209,334","219,183",6.11,1.10,단순추가취득/처분
20260401001945,2026-04-01,00164645,HMM,약식,국민연금공단,"47,261,848","970,009",5.01,0.10,단순추가취득/처분
20260401001935,2026-04-01,00145880,현대제철,약식,국민연금공단,"13,191,906","1,457,600",9.89,1.10,단순추가취득/처분
20260401001920,2026-04-01,00113410,CJ대한통운,약식,국민연금공단,"2,624,553","-234,016",11.50,-1.03,단순추가취득/처분
20260401001816,2026-04-01,00761952,아나패스,일반,이경호,"1,838,104",0,15.16,0,"보고자의 주식질권설정계약 변경 체결(기간연장 1건)

특별관계자의 주식질권설정계약 변경 체결(1건)"
20260401001660,2026-04-01,00828761,레이,일반,레이홀딩스,"4,278,335",0,27.42,0,특별관계자의 주식담보대출계약 변경
20260401001513,2026-04-01,01445024,한패스,약식,제이비디지털자산 투자조합1호,"1,391,075","1,391,075",13.16,13.16,코스닥 신규 상장에 따른 신규보고
20260401001504,2026-04-01,01327092,라닉스,일반,최승욱,"2,888,864",-508,18.93,0.00,임원 퇴임에 따른 지분 변동
20260401001403,2026-04-01,00983916,HLB제넥스,일반,HLB,"13,220,119","59,619",39.67,0.09,특별관계자 장내매수
20260401000781,2026-04-01,00406329,루멘스,일반,디티씨,"10,566,637","-160,000",21.97,-0.33,특별관계자 해소
20260401000721,2026-04-01,00155151,피에이치에이,약식,브이아이피자산운용,"1,831,698","266,972",8.72,1.27,1% 이상 변동
20260401000621,2026-04-01,01806951,폰드그룹,일반,대명화학,"44,363,256","20,649",76.59,0.04,[변동] 특별관계자의 장내매수
20260401000188,2026-04-01,00491053,진바이오텍,일반,김성호,"1,297,094","92,086",15.06,1.07,지분 변동
20260401000033,2026-04-01,00861076,케이탑리츠,일반,김철,"6,383,435","337,435",13.282,0.702,보유주식수 변동
20260331004950,2026-04-01,00131018,서울제약,일반,2018큐씨피13호사모투자,"6,934,802","8,291",59.48,0.07,특별관계자 주식 취득
20260331004896,2026-03-31,00302926,현대로템,일반,현대자동차,"36,854,144","-2,492",33.77,0.00,특별관계자 변동
20260331004891,2026-03-31,00442905,디에스엠,일반,이동석,"45,459,788","169,147",33.06,0.12,사외이사 신규선임에 따른 변동 보고
20260331004838,2026-03-31,00106623,현대위아,일반,현대자동차,"11,080,566","1,871",40.74,0.00,특별관계자 변동
20260331004807,2026-03-31,00397289,오텍,일반,에코리드,"1,447,351","186,580",6.01,0.73,지분 변동
20260331004802,2026-03-31,00909835,차이커뮤니케이션,일반,최영섭,"6,736,326","257,997",60.11,2.06,특별관계자 변동
20260331004752,2026-03-31,00362441,현대오토에버,일반,현대자동차,"20,649,738","1,200",75.30,0.01,특별관계자 추가
20260331004748,2026-03-31,00617998,폴라리스세원,일반,폴라리스오피스,"26,253,192","645,161",35.96,0.48,전환사채 취득에 따른 보유비율 변동
20260331004730,2026-03-31,01513699,포바이포,일반,윤준호,"3,095,211","3,000",21.66,0.02,임원선임에 따른 특별관계 추가
20260331004709,2026-03-31,00415868,펩트론,일반,최호일,"1,921,691","20,000",8.24,0.08,특별관계자 변동 (임원의 신규 선임)
20260331004705,2026-03-31,01658831,오름테라퓨틱,일반,이승주,"3,723,799","7,134",16.11,0,"특별관계자 장내매매에 따른 변동보고
주식매수선택권 부여에 따른 특수관계자 추가"
20260331004687,2026-03-31,00269852,폴라리스오피스,일반,조성우,"13,633,800","-500,960",27.44,-0.99,특별관계자 관계 해소
20260331004605,2026-03-31,01491607,오에스피,약식,수성자산운용,"1,467,388","439,993",13.57,3.67,사모2CB 행사가액 조정되어 보유비율 변동
20260331004526,2026-03-31,00297989,오르비텍,일반,성진홀딩스,0,"-3,015,174",0,-10.88,주식매매계약에 따른 주식 변동
20260331004500,2026-03-31,01043853,베노티앤알,일반,라미쿠스,"8,517,190","609,491",22.43,1.61,특별관계자의 장내매수에 따른 보고
20260331004471,2026-03-31,00406037,CSA 코스믹,약식,브이핑크홀딩스,"5,600,000",0,5.25,-2.49,"- 보유목적(경영참가목적↔단순투자목적)의 변경
- 발행회사의 발행주식총수 증가"
20260331004462,2026-03-31,01061497,FSN,일반,제이투비,"13,089,133",0,28.79,-0.68,- 특별관계자 서정교 주식담보대출 신규 계약
20260331004375,2026-03-31,00121534,MH에탄올,일반,최동호,"3,238,653","7,822",43.89,0.11,"주식담보 계약연장 및 추가 담보제공, 특별관계자 보유 주식수 변동"
20260331004340,2026-03-31,00171636,한솔홀딩스,일반,조동길,"14,432,657","44,900",34.92,0.11,임원 선임 및 주식매수선택권의 행사기간 만료
20260331004328,2026-03-31,00406037,CSA 코스믹,일반,지앤비조합,"43,809,524","34,285,714",41.08,27.92,"3자배정 유상증자 취득, 연명보고"
20260331004223,2026-03-31,00116824,동아쏘시오홀딩스,일반,강정석,"2,864,038","80,336",42.54,-0.05,"우리사주 예탁, 주식배당, 임원 선임, 임원 퇴임, 주식담보대출 연장"
20260331004220,2026-03-31,01498576,유디엠텍,일반,왕지남,"22,399,763","200,000",53.86,0.49,특별관계자의 변동(주식매수선택권 부여 및 임원추가)
20260331004196,2026-03-31,01284751,시지트로닉스,일반,심규환,"1,691,119","-7,939",26.22,-0.13,보유주식 매도
20260331004193,2026-03-31,00409964,하이텍팜,일반,ACSDOBFARS.P.A,"4,805,089","-200,000",45.19,-1.88,보유주식 변동
20260331004186,2026-03-31,00416414,넥스턴앤롤코리아,약식,에스엘에너지,"916,995","15,744",6.15,0.11,특별관계자 추가 및 장내 매수로 인한 지분율 변동보고
20260331004125,2026-03-31,00956930,동아에스티,일반,동아쏘시오홀딩스,"4,038,587","191,933",41.52,0.02,"주식배당, 우리사주예탁, 임원퇴임, 전환가격조정"
20260331004122,2026-03-31,01218299,에코아이,일반,전종수,"20,567,505","-666,201",69.41,-2.25,특별관계자 추가 및 해소
20260331004117,2026-03-31,00453488,다이나믹디자인,약식,로아앤코,"500,000","155,245",1.18,0.37,장내매수로 인한 지분율 변동 보고
20260331004095,2026-03-31,01478712,대덕전자,약식,미래에셋자산운용,"2,486,487","15,711",5.03,0.03,신규
20260331004093,2026-03-31,00624998,제닉,약식,미래에셋자산운용,"444,654","115,100",5.58,1.44,신규
20260331004076,2026-03-31,00223434,에프에스티,일반,장명식,"5,333,016",392,25.12,-0.55,"특별관계인 추가(등기임원 선임)
자기주식 처분 및 소각에 따른 의결권있는 주식수 변동
최대주주 및 특수관계회사 주식담보대출 연장"
20260331004025,2026-03-31,00814582,탑런토탈솔루션,일반,박영근,"29,018,320",0,74.13,0,주식담보계약 변경 신고
20260331004002,2026-03-31,00628860,네오위즈,일반,나성균,"8,293,729","-25,000",37.95,-0.11,특별관계자의 주식 변동
20260331003971,2026-03-31,00405278,KG파이낸셜,일반,KG이니시스,"19,638,519","13,000",51.67,1.12,특별관계자 추가 및 장내매수에 따른 보유주식수 변동
20260331003925,2026-03-31,00533191,비보존 제약,일반,비보존홀딩스,"20,245,991",0,32.22,0.00,차입금 상환에 따른 근질권 해지
20260331003924,2026-03-31,00577335,대성하이텍,약식,펄프로젝트제1호사모투자,"1,915,402","-283,186",12.42,-1.73,장내매도로 인한 보유지분 변동보고
20260331003923,2026-03-31,00896753,에코글로우,약식,크리스티아너티,"8,561,184","419,079",15.02,0.74,장내매수
20260331003909,2026-03-31,00759294,와이솔,일반,대덕,"9,571,633","-22,500",35.93,1.26,특별관계자 제외
20260331003878,2026-03-31,00249982,솔본,일반,홍기태,"16,805,295","180,523",61.45,0.66,보유주식비율 변동
20260331003815,2026-03-31,01478712,대덕전자,일반,대덕,"16,189,786","-2,000",32.76,0.0,특별관계자 제외
20260331003805,2026-03-31,00568461,HC보광산업,일반,HC홈센타,"25,067,206",551,68.98,0.00,장내매수로 인한 지분취득 및 주식담보대출 연장
20260331003803,2026-03-31,00525882,크레버스,일반,김영화,"2,712,987","-83,000",25.26,-0.61,특별관계 해소
20260331003796,2026-03-31,00139719,와이지-원,일반,송호근,"11,542,233",0,31.03,0,"1. 주식담보계약 연장 
2. 주식담보계약 내용변경 (추가차입 및 연장)"
20260331003769,2026-03-31,01689266,케이쓰리아이,일반,이재영,"3,395,573","-137,109",45.36,-1.83,특수관계인 제외
20260331003707,2026-03-31,00126308,삼성E&A,약식,인베스코에셋매니지먼트리미티드,"10,940,765","-2,965,053",5.58,-1.51,"- 특별관계자 변동
- 장내매매에 따른 변동보고"
20260331003635,2026-03-31,00147860,에스엠벡셀,일반,에스엠하이플러스,"97,458,965","21,500",87.60,0.02,특별관계자 동아건설산업(주)의 장내매수
20260331003609,2026-03-31,00195229,미스토홀딩스,일반,피에몬테,"21,598,514",0,40.68,0.00,"주식담보 대출 일부 상환 및 만기 연장,
주식담보 대출 신규 계약"
20260331003599,2026-03-31,00540863,GST,일반,김덕준,"4,272,210","26,360",23.18,0.14,특별관계자변동 및 보유주식수 변동
20260331003595,2026-03-31,00878696,에스케이바이오팜,일반,SK,"39,268,671","-10,923,927",50.14,-13.95,보유주식등의 수 변동
20260331003554,2026-03-31,01965698,엔에이치스팩33호,일반,NH투자증권,"1,000,000","1,000,000",11.56,11.56,신규상장
20260331003458,2026-03-31,01136001,나노실리칸첨단소재,약식,글루온채권투자일임,"8,836,879","5,488,760",21.62,8.15,전환사채 투자에 따른 변동 보고
20260331003439,2026-03-31,00229030,알멕,일반,다이엑스,"2,349,966",0,36.77,0,"주식담보대출 계약내용의 변경
(담보주식 수량 및 이자율 변경)"
20260331003396,2026-03-31,00105156,극동유화,일반,장선우,"15,005,083","-328,913",43.03,-0.95,"보유주식수 변동
 특별관계자 추가/해소"
20260331003265,2026-03-31,00145880,현대제철,일반,기아,"47,989,648",520,35.96,0.00,특별관계자 추가
20260331003226,2026-03-31,01335790,바이젠셀,일반,가은글로벌,"3,224,963","-30,520",15.73,-0.15,임원퇴임으로 인한 특별관계자 제외
20260331003016,2026-03-31,00102113,경인양행,일반,김흥준,"14,111,587",0,33.91,0.00,주요(담보)계약체결 변경(상환 및 담보 해지)
20260331002666,2026-03-31,00309831,알에프텍,약식,알에프스탠다드,0,"-6,158,220",0,-18.59,장외매도
20260331002614,2026-03-31,00108490,엔피케이,일반,최상건,"9,368,729","20,000",50.04,0.11,장내매수
20260331002572,2026-03-31,00126478,삼성중공업,약식,BlackRockFundAdvisors,"44,056,088","532,484",5.01,0.06,- 단순투자목적으로 장내에서 발행회사의 주식 매수
20260331002123,2026-03-31,00162832,한일단조,일반,홍진산업,"10,663,791",0,32.42,0,담보대출 연장
20260331002065,2026-03-31,00549891,케어젠,일반,정용지,"34,608,985","1,278",64.43,0.00,"[변동 보고] 
 - 
특별관계자 추가로 인한 특별관계자 수 및 보유 주식수의 변동"
20260331001944,2026-03-31,00938721,필옵틱스,일반,티케이지태광,"2,339,875",0,9.99,-0.01,투자 목적 변경
20260331001897,2026-03-31,00129387,SP삼화,일반,김현정,"7,591,674","5,000",27.91,0.02,특별관계자의 변동
20260331001796,2026-03-31,00148832,제주은행,일반,신한지주,"24,207,024","11,000",64.04,-11.27,특별관계자 추가로 인한 변동
20260331001685,2026-03-31,01605282,닷밀,일반,정해운,"6,418,159","3,231,937",34.87,0.04,주식 장내 매수 및 임원 선임
20260331001657,2026-03-31,01253636,에르코스,일반,김슬기,"5,746,664",0,75.45,0,- 최대주주의 주요계약 변경
20260331001579,2026-03-31,01157235,아스타,일반,에스디바이오센서,"6,327,204",0,38.62,0,보유주식등에 관한 계약 내용 변경
20260330001822,2026-03-30,00302582,캐스텍코리아,일반,이학철,"8,431,189","-82,539",34.75,-0.34,"*특수관계자 및 공동보유자 장내매수,매도
*공동보유자 약정해지 지분변동"
20260330001803,2026-03-30,00112970,대한방직,일반,설범,"1,694,734",-1,31.97,0,임기만료 임원의 퇴임으로 특수관계인 해소
20260330001796,2026-03-30,00238782,다우데이타,일반,김익래,"24,241,287","13,500",63.29,0.03,- 특별관계 추가(등기임원 선임)
20260330001792,2026-03-30,00965512,라온텍,일반,김보은,"8,822,307",0,28.95,0,- 주식담보계약 체결
20260330001788,2026-03-30,01311055,쿠콘,일반,위피앤씨,"2,983,146","-238,675",29.56,-2.37,특별관계자 주식변동
20260330001749,2026-03-30,00866062,엘티씨,일반,최호성,"3,059,557",0,28.96,-0.71,- 주식등에 관한 계약 변경 및 체결 (주식담보대출계약)
20260330001705,2026-03-30,00143651,웅진,일반,윤새봄,"25,585,669","-413,710",32.01,-0.52,"최대주주 및 특별관계자 보유주식 변동 및
주식매수선택권 행사기간 경과 취소, 특별관계자 대상자 변동"
20260330001685,2026-03-30,00857480,사람인,일반,다우기술,"5,578,426","6,626",51.98,4.40,특별관계자 추가 및 제외
20260330001670,2026-03-30,01205842,HD건설기계,일반,에이치디현대사이트솔루션,"17,806,344","2,685",37.11,0,대표이사 신규취임으로 인한 특별관계자 변동
20260330001667,2026-03-30,00404941,한텍,일반,후성,"7,110,922","-629,095",63.94,-5.66,교환사채 교환청구권 행사로 인한 주식 수 변동
20260330001662,2026-03-30,01310269,IPARK현대산업개발,일반,HDC,"28,351,979",245,43.02,0.00,"임원 선임으로 특별관계자 추가,
임원 퇴임으로 특별관계자 제외"
20260330001649,2026-03-30,00176914,다우기술,일반,다우데이타,"21,217,670","2,500",47.29,0.01,"- 특별관계 추가(계열회사 등기임원 선임)
- 특별관계 제외(계열회사 등기임원 사임)"
20260330001630,2026-03-30,00296290,키움증권,일반,다우기술,"11,143,125",200,42.51,1.28,특별관계 추가
20260330001604,2026-03-30,01137383,카카오게임즈,일반,카카오,"47,362,190","-53,547",52.73,-0.03,"장내 매도, 특별관계 추가, 주식매매계약 및 주주간계약 체결 등"
20260330001598,2026-03-30,00860332,메리츠금융지주,일반,조정호,"98,369,678","2,673",58.21,2.07,특별관계자 주식 매수
20260330001592,2026-03-30,00580667,S&K폴리텍,일반,강가희,"4,951,983","4,951,983",42.31,42.31,"1. 지분 증여에 따른 최대주주 및 
대표보고자 변경으로 인한 신규 연명보고
(증여자 : 강원형, 수증자 : 강가희)
2. 주식 담보 근질권설정"
20260330001588,2026-03-30,01246034,다이나믹솔루션,약식,피데스투자조합,"3,802,817","3,802,817",4.88,4.88,전환사채권 취득
20260330001580,2026-03-30,00909835,차이커뮤니케이션,일반,최영섭,"6,478,329","-856,671",58.05,-7.85,주식 증여에 따른 변동
20260330001532,2026-03-30,00404701,한국자산신탁,일반,엠디엠,"66,444,949","-120,580",54.30,-0.10,발행회사 임원 임기만료(특별관계 해소)에 따른 지분율 변동
20260330001529,2026-03-30,00580667,S&K폴리텍,일반,강원형,0,"-4,959,001",0.00,-42.37,"- 지분 증여에 따른 최대주주 및 대표보고자 변경으로 인한 연명보고 종료
    (증여자 : 강원형, 수증자 : 강가희)
- 주식담보대출계약 변경"
20260330001506,2026-03-30,00261373,마크로젠,일반,서정선,"2,182,822","-5,000",20.13,-0.04,"주식매수선택권 행사기간 만료에 따른 권리소멸,
보유주식등에 관한 계약의 연장"
20260330001487,2026-03-30,00109824,대림통상,일반,디앤디파트너스,"10,430,800","-2,025",68.51,-0.01,임원 퇴임 및 주식담보계약 변경
20260330001462,2026-03-30,00544577,브이엠,일반,최우형,"2,912,410","305,048",11.22,1.18,주식 등의 수 및 특별관계자 변동
20260330001449,2026-03-30,00339391,한화시스템,일반,한화에어로스페이스,"112,478,353",200,59.54,0,특별관계자 변동에 따른 보유주식등의 내역 변동
20260330001412,2026-03-30,00131832,SK디스커버리,일반,최창원,"9,488,047","-5,000",54.49,2.75,"발행주식총수 변동, 특별관계자 변동"
20260330001402,2026-03-30,00915508,알엔투테크놀로지,약식,캡틴글로벌,"735,294","735,294",7.78,7.78,전환사채 인수 및 전환청구권 행사
20260330001377,2026-03-30,01854763,HS효성,일반,조현상,"2,184,610","47,621",58.63,1.28,특별관계자 보유주식수 변동
20260330001373,2026-03-30,00872656,금양그린파워,일반,이윤철,"7,131,435","-74,892",58.84,-0.62,"- 특별관계자 주식수 변동
- 보유주식등에 관한 주식담보계약 갱신 및 신규담보계약  체결등"
20260330001332,2026-03-30,00101044,에이프로젠바이오로직스,일반,에이프로젠,"338,401,336","2,881,617",79.81,0.13,"보고자의 특별관계자의 발행회사 전환사채 매매계약에 따른 변경보고자 보유 발행회사 주식의 담보제공 계약에 따른 변경
발행회사 전환사채 전환가액 조정에 따른 변동"
20260330001316,2026-03-30,00593032,LF,약식,브이아이피자산운용,"1,606,070","161,750",5.49,0.55,5% 이상 신규취득
20260330001293,2026-03-30,01423837,모아데이타,일반,한상진,"12,084,233",0,33.21,-1.76,주식담보대출 계약 연장 및 소액공모 발행에 따른 보유비율 변경
20260330001263,2026-03-30,01267170,SK케미칼,일반,SK디스커버리,"7,503,248","-3,000",43.37,-0.13,"발행주식총수 변동, 특별관계자 변동"
20260330001249,2026-03-30,00164742,현대자동차,일반,현대모비스,"62,795,085",305,30.67,0.00,특별관계자 추가
20260330001212,2026-03-30,01622720,KB스타리츠,약식,삼성자산운용,"4,147,361","-1,031,757",4.09,-1.02,매매로 인한 변동보고의무 발생
20260330001185,2026-03-30,00203315,콘텐트리중앙,일반,중앙피앤아이,"8,136,133",0,42.24,0,"보유주식 등에 관한 계약의 체결
(주식담보계약 연장에 따른 변경보고)"
20260330001155,2026-03-30,00105873,LG디스플레이,약식,BlackRockFundAdvisors,"25,178,978","352,556",5.04,0.08,- 단순투자목적으로 장내에서 발행회사의 주식 매수
20260330001150,2026-03-30,01182550,EDGC,일반,한투한화디지털헬스케어제1호사모투자,"4,602,356","-8,143,557",7.43,-1.66,회생계획안에 따른 출자전환 및 자본금 감소
20260330001107,2026-03-30,01161432,레이저옵텍,일반,주홍,"2,794,826","111,070",22.56,0.68,"- 신주인수권증서 배정 및 매도에 따른 보유비율 변동
- 특별관계 해소"
20260330001084,2026-03-30,00409964,하이텍팜,일반,ACSDOBFARS.P.A,"5,005,089","3,159",47.07,0.03,특별관계자 변동 및 보유주식 변동
20260330001003,2026-03-30,00107224,남선알미늄,일반,삼라,"38,821,497",0,30.00,0.00,보고자 본인의 보유주식등에 관한 계약(담보대출 차입 연장)
